找到 455 个解析地址:
394. 🥇010爱(*010爱): http://www.010aizy.com/API/macs.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
395. 🥇美少女(美少女): https://www.msnii.com/api/xml.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
396. 🥇淫水机(淫水机): https://www.xrbsp.com/api/xml.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
397. 🥇香奶儿(香奶儿): https://www.gdlsp.com/api/xml.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
398. 🥇白嫖(白嫖): https://www.kxgav.com/api/xml.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
399. 🥇小湿妹(小湿妹): https://www.afasu.com/api/xml.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
400. 🥇黄A(黄A): https://www.pgxdy.com/api/xml.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
401. 🥇花魁(花魁): https://caiji.huakuiapi.com/inc/api.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
402. 🥇奶茶(奶茶): https://caiji.naichaapi.com/inc/api.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
403. 🥇草莓(草莓): https://caiji.caomeiapi.com/inc/api.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
404. 🥇523av(523): https://caiji.523zyw.com/inc/api.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
405. 🥇色猫(色猫): https://api.maozyapi.com/inc/api.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
406. 🥇哥妹(哥妹): http://www.ggmmzy.com:9999/inc/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
407. 🥇乐播(lebo): https://lbapi9.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
408. 🥇芒果(芒果): https://mgzyz1.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
409. 🥇番号(番号): http://fhapi9.com/api.php/provide/vod/at/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
410. 🥇老鸭(老鸭): https://api.apilyzy.com/api.php/provide/vod/at/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
411. 🥇AIvin(*AIvin): http://lbapiby.com/api.php/provide/vod/at/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
412. 🥇大MM(大MM): https://www.dmmapi.com/home/cjapi/asd2c7/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
413. 🥇久草(久草): http://jcspcj8.com/api?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
414. 🥇色鸡巴(色鸡巴): http://secj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
415. 🥇大地(大地): https://dadiapi.com/api.php/provide/vod/at/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
416. 🥇字幕网(字幕网): http://zmcj88.com/sapi?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
417. 🥇利来(利来): http://llzxcj.com/inc/sck.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
418. 🥇富二代(富二代): http://f2dcj6.com/sapi?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
419. 🥇色屌丝(色屌丝): http://sdszyapi.com/home/cjapi/asbb/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
420. 🥇小姐姐(小姐姐): http://xjjzyapi.com/home/cjapi/askl/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
421. 🥇天噜啦(天噜啦): http://www.66caiji.com/api/max.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
422. 🥇芒果(芒果): https://mgzyz1.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
423. 🥇点点娱乐(点点娱乐): https://xx55zyapi.com/home/cjapi/ascf/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
424. 🥇52av(52av): https://52zyapi.com/home/cjapi/asda/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
425. 🥇精工厂(精工厂): https://jgczyapi.com/home/cjapi/kld2/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
426. 🥇狼少年(狼少年): http://cjmygzy.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
427. 🥇色色(色色): http://secj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
428. 🥇玖玖(玖玖): http://99zywcj.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
429. 🥇芒果18+(芒果18+): https://www.mgav1.cc/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
430. 🥈91md(91md): https://91md.me/api.php/provide/vod/from/mdm3u8/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
431. 🥈探探(探探): https://apittzy.com/api.php/provide/vod/?ac=list（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
432. 🥈酷豆(酷豆): https://api.kdapi.info/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
433. 🥈丝袜(丝袜): https://siwazyw.cc/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
434. 🥈秀色(秀色): https://api.xiuseapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
435. 🥈皇冠(皇冠): https://hghhh.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
436. 🥈KK写真(KK写真): https://kkzy.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
437. 🥈金莲(金莲): https://111kkkkk.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
438. 🥈热巴(热巴): http://reba.aishunxs.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
439. 🥈狼友(狼友): https://www.langyouzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
440. 🥈色南国(色南国): https://api.sexnguon.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
441. 🥈佳丽(佳丽): http://www.jializyzapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
442. 🥈色窝(色窝): https://sewozyapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
443. 🥈鲨鱼(鲨鱼): https://shayuapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
444. 🥈淫窝(淫窝): https://api.yinwoapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
445. 🥈乐鱼(乐鱼): https://www.leyuzyapi.com/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
446. 🥈葡萄(葡萄): https://caiji.putaozy.net/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
447. 🥈99资源(99资源): http://99zy.pw/api.php/provide/vod/at/json/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
448. 🥈水蜜桃(水蜜桃): http://51smt4.xyz/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
449. 🥈辣椒(辣椒): http://api.11bat.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
450. 🥈葡萄(葡萄): http://api.putaozy.net/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
451. 🥈抖阴(抖阴): https://www.888dav.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
452. 🥈国色(国色): https://api.guosezy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
453. 🥈花椒(花椒): https://apihjzy.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
454. 🥈酷豆(酷豆): https://kudouzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
455. 🥈爱播(爱播): https://cj1.apiabzy.com/api.php/provide/vod/?ac=list（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）

已生成TVBox适配的JSON文件: x.json

测速结果（按延迟排序）：
1. 🔞鸡坤资源(鸡坤资源): https://jkunzyapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 125.42ms | 成功率: 100.0%
--------------------------------------------------
2. 久爱(92free): http://92free.icu/api.php/provide/vod/at/json（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 143.52ms | 成功率: 100.0%
--------------------------------------------------
3. 🚸成人one(dadiapi.com): http://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 153.82ms | 成功率: 100.0%
--------------------------------------------------
4. 成人13(madouse.la): http://madouse.la/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 154.05ms | 成功率: 100.0%
--------------------------------------------------
5. 🥈水蜜桃(水蜜桃): http://51smt4.xyz/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 157.34ms | 成功率: 100.0%
--------------------------------------------------
6. ❤色色资源(❤色色资源): http://secj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
  平均延迟: 166.94ms | 成功率: 100.0%
--------------------------------------------------
7. 成人01(dadiapi.com): http://dadiapi.com/api.php（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 167.07ms | 成功率: 100.0%
--------------------------------------------------
8. 成人01(apilj.com): http://apilj.com/api.php/provide/vod/at/json/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 180.49ms | 成功率: 100.0%
--------------------------------------------------
9. ❤91麻豆源(❤91麻豆): https://91md.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
  平均延迟: 184.18ms | 成功率: 100.0%
--------------------------------------------------
10. 🈶成人05(91md.me): http://91md.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 191.33ms | 成功率: 100.0%
--------------------------------------------------
11. ❤环亚资源(❤环亚资源): http://wmcj8.com/inc/sapi.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
  平均延迟: 191.38ms | 成功率: 100.0%
--------------------------------------------------
12. 天美①(tianmei): http://www.tianmei.pw/api.php/provide/vod/from/m3u8/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 193.88ms | 成功率: 100.0%
--------------------------------------------------
13. 成人02(dadiapi.com): http://dadiapi.com/api.php（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 199.45ms | 成功率: 100.0%
--------------------------------------------------
14. 🈶成人01(dadiapi1.com): http://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 214.24ms | 成功率: 100.0%
--------------------------------------------------
15. *🔞环亚资源(*环亚资源): http://wmcj8.com/inc/sapi.php（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 218.97ms | 成功率: 100.0%
--------------------------------------------------
16. 果冻(madouse): http://madouse.cc/api.php/provide/vod/at/json（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 222.54ms | 成功率: 100.0%
--------------------------------------------------
17. 🚸大地采集(大地专场): https://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 229.63ms | 成功率: 100.0%
--------------------------------------------------
18. *🔞色色资源(*色色资源): http://secj8.com/inc/sapi.php?ac=videolist（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 230.34ms | 成功率: 100.0%
--------------------------------------------------
19. *🔞91麻豆(*91麻豆): https://91md.me/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 230.49ms | 成功率: 100.0%
--------------------------------------------------
20. 天美②(tmyy): https://tmyy.cc/api.php/provide/vod/from/m3u8/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 235.87ms | 成功率: 100.0%
--------------------------------------------------
21. ❤大地资源(❤大地资源): https://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
  平均延迟: 235.94ms | 成功率: 100.0%
--------------------------------------------------
22. *🔞九一线(91md): https://91md.me/api.php/provide/vod/from/mdm3u8/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 242.94ms | 成功率: 100.0%
--------------------------------------------------
23. ❤环亚资源(❤环亚资源): http://wmcj8.com/inc/sapi.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
  平均延迟: 244.92ms | 成功率: 100.0%
--------------------------------------------------
24. 🥇环亚(环亚): http://wmcj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 251.95ms | 成功率: 100.0%
--------------------------------------------------
25. *🔞芒果资源(*芒果资源): https://mgzyz1.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 252.6ms | 成功率: 100.0%
--------------------------------------------------
26. 🥇色色(色色): http://secj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 254.35ms | 成功率: 100.0%
--------------------------------------------------
27. 🥇大地(大地): https://dadiapi.com/api.php/provide/vod/at/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 254.65ms | 成功率: 100.0%
--------------------------------------------------
28. 🚸色猫采集(色猫): https://caiji.semaozy.net/inc/apijson_vod.php/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 263.32ms | 成功率: 100.0%
--------------------------------------------------
29. ❤乐播资源(❤乐播资源): https://lbapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
  平均延迟: 270.9ms | 成功率: 100.0%
--------------------------------------------------
30. 🥈91md(91md): https://91md.me/api.php/provide/vod/from/mdm3u8/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 273.67ms | 成功率: 100.0%
--------------------------------------------------
31. 色猫(semao): https://caiji.semaozy.net/inc/apijson_vod.php（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 275.67ms | 成功率: 100.0%
--------------------------------------------------
32. ❤大地资源(❤大地资源): https://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
  平均延迟: 276.5ms | 成功率: 100.0%
--------------------------------------------------
33. 🥇色鸡巴(色鸡巴): http://secj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 276.85ms | 成功率: 100.0%
--------------------------------------------------
34. 🥇乐播(lebo): https://lbapi9.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 278.14ms | 成功率: 100.0%
--------------------------------------------------
35. 🔞鲨鱼资源(*鲨鱼资源): https://shayuapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 283.5ms | 成功率: 100.0%
--------------------------------------------------
36. 成人26(lbapi9.com): https://lbapi9.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 289.77ms | 成功率: 100.0%
--------------------------------------------------
37. 成人04(secj8.com): http://secj8.com/inc/sapi.php?ac=videolist（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 291.57ms | 成功率: 100.0%
--------------------------------------------------
38. 🏆大地资源(*大地资源): https://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 295.19ms | 成功率: 100.0%
--------------------------------------------------
39. *🔞老鸭2(老鸭2): https://lbapi9.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 296.75ms | 成功率: 100.0%
--------------------------------------------------
40. ❤鲨鱼资源(❤鲨鱼资源): https://shayuapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
  平均延迟: 302.84ms | 成功率: 100.0%
--------------------------------------------------
41. 🚸玉兔采集(玉兔专场): https://apiyutu.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 303.52ms | 成功率: 100.0%
--------------------------------------------------
42. 🥇芒果(芒果): https://mgzyz1.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 303.82ms | 成功率: 100.0%
--------------------------------------------------
43. *🔞大地资源(*大地资源): https://dadiapi.com/api.php（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 305.52ms | 成功率: 100.0%
--------------------------------------------------
44. 鲨鱼(shayuapi): https://shayuapi.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 305.64ms | 成功率: 100.0%
--------------------------------------------------
45. *🔞乐播资源(*乐播资源): https://lbapi9.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 306.18ms | 成功率: 100.0%
--------------------------------------------------
46. 🥈鲨鱼(鲨鱼): https://shayuapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 306.31ms | 成功率: 100.0%
--------------------------------------------------
47. ❤鲨鱼资源(❤鲨鱼资源): https://shayuapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
  平均延迟: 308.66ms | 成功率: 100.0%
--------------------------------------------------
48. 成人43(lbapi9.com): https://lbapi9.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 309.87ms | 成功率: 100.0%
--------------------------------------------------
49. 成人05(91md.me): http://91md.me/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 312.19ms | 成功率: 100.0%
--------------------------------------------------
50. ❤91麻豆源(❤91麻豆): https://91md.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
  平均延迟: 312.4ms | 成功率: 100.0%
--------------------------------------------------
51. *🔞鲨鱼资源(*鲨鱼资源): https://shayuapi.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 319.29ms | 成功率: 100.0%
--------------------------------------------------
52. 精东(chujia): http://chujia.cc/api.php/provide/vod/from/m3u8/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 321.57ms | 成功率: 100.0%
--------------------------------------------------
53. *🔞SS资源((18+)SS资源): http://secj8.com/inc/sapi.php?ac=videolist（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 322.0ms | 成功率: 100.0%
--------------------------------------------------
54. 成人27(madouse.la): http://madouse.la/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 324.1ms | 成功率: 100.0%
--------------------------------------------------
55. ❤乐播资源(❤乐播资源): https://lbapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
  平均延迟: 331.49ms | 成功率: 100.0%
--------------------------------------------------
56. 乐播(lbapi9): https://lbapi9.com/api.php/provide/vod/at/json（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 332.91ms | 成功率: 100.0%
--------------------------------------------------
57. 成人03(apilj.com): http://apilj.com/api.php/provide/vod/at/json/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 333.02ms | 成功率: 100.0%
--------------------------------------------------
58. 玉兔资源(玉兔资源): https://apiyutu.com/api.php/provide/vod/at/xml/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 343.96ms | 成功率: 100.0%
--------------------------------------------------
59. ❤色色资源(❤色色资源): http://secj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
  平均延迟: 344.19ms | 成功率: 100.0%
--------------------------------------------------
60. ️乐播采集(乐播): https://lbapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa2.json）
  平均延迟: 354.25ms | 成功率: 100.0%
--------------------------------------------------
61. 美亚(tmav): https://tmav.art/api.php/provide/vod/at/json（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 361.2ms | 成功率: 100.0%
--------------------------------------------------
62. 成人03(91md.me): http://91md.me/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 375.38ms | 成功率: 100.0%
--------------------------------------------------
63. 玉兔(apiyutu): https://apiyutu.com/api.php/provide/vod/at/json（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 377.07ms | 成功率: 100.0%
--------------------------------------------------
64. 🥇芒果(芒果): https://mgzyz1.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 408.06ms | 成功率: 100.0%
--------------------------------------------------
65. 色逼(apilsbzy1): https://apilsbzy1.com/api.php/provide/vod/at/json（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 418.54ms | 成功率: 100.0%
--------------------------------------------------
66. 成人36(mgzyz1.com): https://mgzyz1.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 443.7ms | 成功率: 100.0%
--------------------------------------------------
67. *🔞番号资源(*番号资源): http://fhapi9.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 535.49ms | 成功率: 100.0%
--------------------------------------------------
68. ❤番号资源(❤番号资源): http://fhapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
  平均延迟: 537.52ms | 成功率: 100.0%
--------------------------------------------------
69. 🥇番号(番号): http://fhapi9.com/api.php/provide/vod/at/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 541.88ms | 成功率: 100.0%
--------------------------------------------------
70. 成人12(fhapi9.com): http://fhapi9.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 552.85ms | 成功率: 100.0%
--------------------------------------------------
71. 番外采集(番外): http://fhapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa2.json）
  平均延迟: 588.34ms | 成功率: 100.0%
--------------------------------------------------
72. ❤番号资源(❤番号资源): http://fhapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
  平均延迟: 615.91ms | 成功率: 100.0%
--------------------------------------------------
73. 番号(fhapi9): http://fhapi9.com/api.php/provide/vod/at/json（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 623.66ms | 成功率: 100.0%
--------------------------------------------------
74. 🈶成人45(kkzy.me): https://kkzy.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 755.28ms | 成功率: 100.0%
--------------------------------------------------
75. 成人45(kkzy.me): https://kkzy.me/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 884.0ms | 成功率: 100.0%
--------------------------------------------------
76. 成人23(kkzy.me): https://kkzy.me/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 899.6ms | 成功率: 100.0%
--------------------------------------------------
77. 写真(kkzy): https://kkzy.me/api.php/provide/vod/at/json（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 1011.63ms | 成功率: 100.0%
--------------------------------------------------
78. 🥈KK写真(KK写真): https://kkzy.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
  平均延迟: 1020.06ms | 成功率: 100.0%
--------------------------------------------------
79. *🔞KK写真资源(*KK写真资源): https://kkzy.me/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 1421.37ms | 成功率: 100.0%
--------------------------------------------------
80. 奥斯(aosikazy): https://aosikazy.com/api.php/provide/vod/?ac=list（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 1443.22ms | 成功率: 100.0%
--------------------------------------------------
81. 奥斯卡资源网(奥斯卡资源网): https://aosikazy.com/api.php/provide/vod/（来自 http://545211.xyz:888/xingfu.json）
  平均延迟: 1493.06ms | 成功率: 100.0%
--------------------------------------------------
82. 📛TH┃爱看影视(drpy_js_ikanbot3): http://ztha.top/catjs/JS/lib/drpy2.min.js（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
  平均延迟: 2145.07ms | 成功率: 100.0%
--------------------------------------------------
